CharityID	RegistrationNumber	CategoryCode	IRSCode	EIN	Purpose	Name	InCareOF	Address1	Address2	City	State	Zip	Phone	PeriodBeginning	PeriodEnding	TotalRevenue	ProgramServiceExpense	ManagementExpense	FundRaisingExpense	TotalAssets
59906	54327	229	501(c)(3)	824760735	To support the strategic, operational and human resources concerns of the affiliate organizations.	Secured Alliance, Inc.		10439 S. 51st St, Ste 225		Phoenix	AZ	85044	6028577055	01/01/2024	12/31/2024	0	3540549.0000	604786.0000	607169.0000	0
59907	54328	430	501(c)(3)	472097494	To operate a peer support hotline for transgender people and provide microgrants to transgender individuals.	Translifeline	ATTN: Nora Alvis c/o Labyrinth, Inc	812 N Prince St		Lancaster	PA	17603	5107711417	01/01/2024	12/31/2024	0.0000	2292288.0000	1016652.0000	528015.0000	0.0000
59909	54330	906	501(c)(3)	521000466	To provide quality and price ratings of local businesses for consumers.	Center for the Study of Services		1625 K St NW, STE 1100		Washington	DC	20006	2025176650	01/01/2024	12/31/2024	0.0000	22884479.0000	4316301.0000	140756.0000	0.0000
59911	54332	355	501(c)(3)	821306213	To provide a refuge for large and/or exotic felines.	Big Cat Paradise	c/o Nicole Stumpf	645 E Claredon St		Gladstone	OR	97027	9712015862	01/01/2025	12/31/2025	8.0000	0.0000	0.0000	0.0000	8.0000
59913	54334	350	501(c)(0)		To advocate for the protection and preservation of a natural treasure; Forest Park.	Coalition to Protect Forest Park		735 SW First Ave, 2nd Floor		Portland	OR	97204	5038270320	01/01/2025	12/31/2025	0.0000	0.0000	0.0000	0.0000	0.0000
59914	54335	318	501(c)(0)	811676930	To promote and enhance cycling opportunities in Columbia County Oregon through improvement in infrastructure, advocacy, education, encouragement, reputation, and leadership.	Cycle Columbia County		305 S Columbia River Hwy		Saint Helens	OR	97051	9712256090	01/01/2022	12/31/2022	11314.0000	0.0000	0.0000	0.0000	5688.0000
59916	54337	560	501(c)(0)	820625342	To assist individuals and families in challenging situations through providing life coaches, mentoring, resources connection and coordination.	FHC Faith, Hope & Charity, Inc.	c/o Frederick J Edwards	460 SW Madison Ave Ste 1		Corvallis	OR	97333	5419742394	10/01/2023	09/30/2024	1240376.0000	0.0000	0.0000	0.0000	41165.0000
59919	54340	560	501(c)(3)	251420599	To feed people in need and mobilize the community to eliminate hunger.	Greater Pittsburgh Community Food Bank, Inc.		812 N Prince St		Lancaster	PA	17603	4124603663	07/01/2024	06/30/2025	0.0000	88188716.0000	3441272.0000	3587217.0000	0.0000
59920	54341	520	501(c)(3)	010597067	To demonstrate and disseminate the importance of contemplative practices and spiritually grounded values for a more compassionate world.	Garrison Institute, The		PO Box 532		Garrison	NY	10524	8454244800	01/01/2020	12/31/2020	0.0000	2679272.0000	448274.0000	189134.0000	0.0000
59921	54342	602	501(c)(3)	311813580	To assist organizations engaged in positive community improvement activities that assist women, people of color and people of low income, by providing the opportunity to support a broad range of community initiatives through workplace giving.	Community Shares USA	Tahirah Wooten, Labyrinth	812 N Prince St		Lancaster	PA	17603	8775580580	07/01/2022	06/30/2023	0.0000	51361.0000	3278.0000	10711.0000	0.0000
59923	54344	602	501(c)(3)	821870683	To create opportunities for all kids in the Clackamas High School Feeder program.	Hoops for Hope	c/o Judy A Barhoum	12177 SE Greiner Lane		Happy Valley	OR	97086	5038417371	01/01/2024	12/31/2024	10923.0000	0.0000	0.0000	0.0000	10603.1600
59928	54349	88	501(c)(3)	822237331	To provide opportunities for local adults, youth and children to explore their talents through offering year-round community-based theater.	Generations Theater Company		PO Box 204		Junction City	OR	97448	5412858792	07/01/2024	06/30/2025	29965.7300	0.0000	0.0000	0.0000	10782.0600
59929	54350	602	501(c)(3)	237066297	To promote philanthropy from all constituents, managing and investing its assets responsibly. To provide financial assistance for students, faculty and staff and serve in an advisory role to the President of the University.	University of North Georgia Foundation, Inc.		PO Box 1599		Dahlonega	GA	30533	7068673093	07/01/2024	06/30/2025	0.0000	15214614.0000	374470.0000	25922.0000	0.0000
59930	54351	60	501(c)(0)	823995317	To preserve the Snake River's environment and heritage for the benefit of present and future citizens.	Snake River Museum of Science, History and the Arts, The	Danielle L COLNOT	300 Main Street	Po Box 256	RICHLAND	OR	97870	5418933114	01/01/2021	12/31/2021	152.1700	0.0000	0.0000	0.0000	0.0000
59931	54352	124	501(c)(3)	830984408	To research homelessness in Oregon, in particular the Portland Metro area, in an effort to ameliorate problems and educate opinion leaders and the public on finding and solutions.	HereTogether		811 SW 6th Ave. 1000		Portland	OR	97211	9713618226	01/01/2025	12/31/2025	328868.0000	316706.0000	85606.0000	40285.0000	98649.0000
59932	54353	602	501(c)(3)	461426289	To receive, hold, invest and administer property and to make expenditures to or for the benefit of Florida Polytechnic University.	Florida Polytechnic University Foundation, Inc.	c/o Nora Alvis, Labyrinth, Inc.	812 N Prince St		Lancaster	PA	17603	8638748700	07/01/2023	06/30/2024	0.0000	589454.0000	1149313.0000	0.0000	0.0000
59934	54355	317	501(c)(3)	821595021	To help women cyclists with their finances to help them continuing competing.	Inga Thompson Foundation, Inc.	c/o Inga Thompson	46326 Lone Fir Road		Halfway	OR	97834	5413981555	01/01/2025	12/31/2025	318478.0000	0.0000	7622.0000	0.0000	508512.0000
59937	54358	40	501(c)(3)	821418369	"To advance youth education in rural Mexico through a partnership with La Cantina Foundation. To provide scholarships through the ""Wings to Fly"" educational enhancement program."	La Catalina Foundation U.S.A.	Julie Catton	PO Box 718		Glendale	OR	97442	5416705418	01/01/2024	12/31/2024	25385.3100	0.0000	0.0000	0.0000	3799.6300
59938	54359	317	501(c)(0)	822353512	High school lacrosse program to empower young females athletes to learn , grow, and build community.	Lancer Lacrosse Association		3003 W 11th Ave PMB 124		Eugene	OR	97402	5412258819	02/01/2025	01/31/2026	0.0000	0.0000	0.0000	0.0000	1450.0000
59942	54363	149	501(c)(3)	821907945	To provide technology and training to remote communities to produce sustainable food and fuel. To provide benefits to conform with United Nations Sustainable Development Goals (SDGs) and to address international goals on climate change by producing sustainable low-carbon biofuels.	Nikua Training Center		87276 Ruby Lane		BANDON	OR	97411	5414087024	01/01/2024	12/31/2024	1000.0000	0.0000	0.0000	0.0000	202.0000
59943	54364	325	501(c)(3)	821499794	To serve Central Oregon churches through youth and adult educational and character building retreats.	Ochoco Christian Conference Center		33051 NE Ochoco Hwy		Prineville	OR	97754	5414623016	01/01/2024	12/31/2024	4109726.0000	0.0000	0.0000	0.0000	4146681.0000
59944	54365	166	501(c)(3)	82800584	To provide low cost lens neurofeedback to veterans, first responders, victims of sexual domestic violence and children with processing disorders.	Peaceful Warrior Neurofeedback, Inc.	c/o Andrea Premazzi-Bauer	419 Center St #206		Oregon City	OR	97045	5036306288	01/01/2025	12/31/2025	22756.8800	0.0000	0.0000	0.0000	1821.3600
59945	54366	602	501(c)(3)	821473914	To provide scholarships for students seeking to become doctors or meteorologists.	Perry Williams Memorial Scholarship Fund	c/o Rebecca Luther	4605 SW Joshua St		Tualatin	OR	97062	5037993180	01/01/2024	12/31/2024	0.0000	0.0000	0.0000	0.0000	600.0000
59947	54368	318	501(c)(3)	814442254	To promote community by hosting gravity races in Portland, Oregon.	Portland Adult Soapbox Derby	Aaron Foster	7901 SE Powell Suite B #152		Portland	OR	97206	5039577550	01/01/2023	12/31/2023	61439.0000	0.0000	0.0000	0.0000	49132.0000
59949	54370	560	501(c)(3)	831888716	To serve the poor through medical services and food distribution.	Sikh Seva Foundation of Northwest		5203 54th CT SE		Salem	OR	97317	5035598233	01/01/2024	12/31/2024	0.0000	12190.0000	0.0000	0.0000	2114.0000
59951	54372	602	501(c)(3)	364867432	To provide professional development, financial and administrative support for Oregon nonprofits.	Iridium Foundation, The	c/o Cobalt, P.C.	PO Box 12207		Portland	OR	97212	5032398432	07/01/2024	06/30/2025	0.0000	0.0000	0.0000	0.0000	3500.0000
59952	54373	301	501(c)(3)	465740370	To hold an annual golf tournament to raise money and fund scholarships for Yoncalla, North Douglas and Elkton School Districts.	Drain Open Golf Tournament, The	c/o Jerri D Vaughn	PO Box 21	PO Box 21	Drain	OR	97435	5415145582	01/01/2024	12/31/2024	24090.0100	0.0000	0.0000	0.0000	17762.0500
59956	54377	601	501(c)(3)	820845166	To encourage and facilitate participation, support and interest in Adrian youth, middle and high school athletics.	Adrian Sports Boosters		PO Box 292		Adrian	OR	97901	2088615289	01/01/2024	12/31/2024	43835.0000	0.0000	0.0000	0.0000	40179.0000
59957	54378	297	501(c)(0)	352612520	To build and maintain recreational trails for the benefit of the public.	Alpine Trail Crew Association	Matt McPharlin	76707 High Prairie Rd		Oakridge	OR	97463	8318095803	01/01/2024	12/31/2024	50000.0000	0.0000	0.0000	0.0000	0.0000
59959	54380	402	501(c)(3)	821810129	To enhance and preserve the vitality and character of our community through the beautification, promotion, and development of downtown Baker City.	Baker City Downtown		PO Box 1148		Baker City	OR	97814	5415242036	01/01/2025	12/31/2025	638571.0000	0.0000	63542.0000	223102.0000	437618.0000
59961	54382	602	501(c)(3)	821601666	To increase public awareness of the library as well as to secure funding for library programs, materials and services.	Canyonville City Friends of the Library	Maggie Junkins	PO Box 147		Canyonville	OR	97417	5418394727	01/01/2025	12/31/2025	31634.3500	0.0000	0.0000	0.0000	91799.2500
59962	54383	602	501(c)(3)	300971199	To foster relationships among the school, parents and teachers and support the students.	Dayville School Club		PO Box C		Dayville	OR	97825	5417920187	08/01/2024	07/31/2025	187.0000	0.0000	0.0000	0.0000	3687.0000
59965	54386	602	501(c)(3)	821748112	To maintain an association of persons interested in good library services.	Friends of Marcola Schools Media Center	Sally Leete, Pres.	PO Box 1181		Marcola	OR	97454	5419332141	07/01/2025	06/30/2026	5057.0000	0.0000	0.0000	0.0000	6793.0000
59967	54388	321	501(c)(3)	208716796	To develop, promote and regulate youth lacrosse in Eastern Oregon.	Hermiston Youth Lacrosse	c/o Jennifer Feigum	32674 E Punkin Center Rd	PO Box 415	Hermiston	OR	97838	5415718051	01/01/2025	12/31/2025	7580.0000	0.0000	0.0000	0.0000	15768.0000
59968	54389	560	501(c)(3)	821520382	To educate the public on subjects useful to the individual and beneficial to the community and provide relief to the poor, distressed and underprivledged and support other organizations conducting charitable activities.	Ima By Design International Inc.	c/o Ekaette Uodsenata Harruna	2842 Cole Rd S		Salem	OR	97306	9715993161	07/01/2024	06/30/2025	500.0000	0.0000	0.0000	0.0000	0.0000
59972	54393	560	501(c)(0)	821971570	To provide quarters and laundry soap for a once a month community laundry night in Newberg, Oregon.	Loads of Hope	c/o Lisa Thoele	15350 NE Dopp Rd		Newberg	OR	97132	5036802025	01/01/2024	12/31/2024	2158.1300	0.0000	0.0000	0.0000	4017.2300
59974	54395	35	501(c)(3)	821596479	To provide grants, programs, events and scholarships to support students and staff of Mountainside High School in Beaverton, Oregon.	Mountainside PACT		12500 SW 175th Ave		Beaverton	OR	97007	5033563500	07/01/2024	06/30/2025	102076.0000	0.0000	0.0000	0.0000	74239.0000
59975	54396	602	501(c)(3)	821704692	To receive and administer funds for charitable and other exempt purposes within the meaning of 501(c)(3) of the Internal Revenue Code of 1986.	Murphy Family Foundation	Foundation Source	501 SILVERSIDE RD, STE 123		WILMINGTON	DE	19809	8008391754	01/01/2023	12/31/2023	13511.0000	0.0000	0.0000	0.0000	12136.0000
59977	54398	907	501(c)(3)	821726984	To improve the quality of life for U.S. Veterans through research of benefits and referral to viable programs and agencies.	No Veterans Left Behind Oregon, Inc.	Patricia Alene Norris	P O Box 113		Brawley	CA	92227	7609890863	01/01/2025	12/31/2025	2125.0000	1030.0000	0.0000	315.0000	275.0000
59979	54400	560	501(c)(3)	821475830	To help children and families in need.	Oregon Riders Society	c/o Rachel Lawson	42763 Mckenzie Hwy		Waltrville	OR	97489	5416531377	01/01/2023	12/31/2023	13637.0100	0.0000	0.0000	0.0000	15637.2100
59980	54401	318	501(c)(3)	825018544	To promote stewardship, education, community and quality trail experiences throughout the Oregon Timber Trail Corridor.	Oregon Timber Trail Alliance	Steve Brook	521 SE 69th Ave		Portland	OR	97215	5417918020	01/01/2025	12/31/2025	39910.0000	36300.0000	0.0000	0.0000	42894.0000
59981	54402	90	501(c)(3)	821732941	To present diverse and distinctive Pan African cultural performances and histories, and affirm people as historic agents.	Pan African Cultural Foundation	c/o Nafisa Fai	6625 SW 207th Ave		Beaverton	OR	97078	5037522102	01/01/2024	12/31/2024	6300.0000	0.0000	0.0000	0.0000	51.6800
59985	54406	602	501(c)(3)	452841492	To invest in programs, technology and equipment to ensure that exceptional healthcare continues close to home at Providence St. Mary Medical Center through Providence Medical Group.	Providence St. Mary Foundation	Attn: Tax Department	1801 Lind Ave SW		Renton	WA	98057	5098972071	01/01/2024	12/31/2024	0	0.0000	0.0000	0.0000	0
59987	54408	999	501(c)(3)	822889066	To foster and support activities related to science, technology, mathematics, economics, education, research, public policy, currrent events reporting, and other related fields, including financial matters.	realworldconsensus, Inc.	c/o Nord N F Winnan	3706 NE 68th Ave		Portland	OR	97213	6095775355	01/01/2024	12/31/2024	0.0000	0.0000	0.0000	0.0000	0.0000
59993	54413	179	501(c)(3)	830887668	To offer wilderness medicine education in the Pacific Northwest to inform and inspire healthcare students and providers across the region and around the world.	Pacific Northwest Wilderness Medicine	Dr. Thomas DeLoughery	3181 SW Sam Jackson Pk Rd	Mail Code OC14HO	Portland	OR	97239	5033071343	01/01/2024	12/31/2024	695.7600	0.0000	0.0000	0.0000	19922.2000
59997	54417	910	501(c)(3)	830917613	To educate children living in rural Cambodia by teaching them english and khmer, bible lessons and music lessons. To provide them with athletics and host vacation bible school programs. To distribute food, clothing, basic hygiene items. To provide community outreach to neighboring villages.	Cambodian Children Ministry		10820 SW Black Diamond Way		Portland	OR	97223	5032677800	01/01/2025	12/31/2025	113065.0000	76903.0000	0.0000	0.0000	302357.0000
59998	54418	318	501(c)(3)	824659391	To train individuals with disabilities in the sport of Scuba as well as training the individuals that assist the disabled.	Scuba Access for Everyone	Dale Kleier	13311 SW Kleier Drive		Hillsboro	OR	97123	5037815838	01/01/2025	12/31/2025	65500.0000	21960.0000	0.0000	0.0000	97920.0000
59999	54419	351	501(c)(3)	383940108	To plant a trillion trees worldwide in order to bind CO2 and teach children and empower others to become Climate Justice Ambassadors and enable them to fight for their future.	Plant-For-The-Planet U.S.	c/o Book Minding Solutions	3829 Lowrey Way		Plano	TX	75025	2145579839	07/01/2023	06/30/2024	0	4865802.0000	1867.0000	0.0000	0
60002	54422	319	501(c)(3)	830917195	To provide funding and leadership needed to support, encourage and advance the Tigard High School Tech Team after school program, and to promote STEM education through participation in FIRST robotics competitions and other STEM related events.	Tigard High School Tech Team	Kim Tuttle	12860 SW Fonner Pond Pl		Tigard	OR	97223	5036790359	07/01/2022	06/30/2023	9390.0000	0.0000	0.0000	0.0000	9926.0000
60004	54424	30	501(c)(3)	520591421	To prepare students to meet the known and unknown challenges the future will present, enable them to make thoughtful choices in public and private life, and to achieve personal and professional success.	St. John's College	c/o Shauna, Labyrinth, Inc.	812 N Prince St		Lancaster	PA	17603	5059846166	07/01/2022	06/30/2023	0.0000	62870543.0000	12406335.0000	5134057.0000	0.0000
60006	54426	913	501(c)(3)	823392157	To rescue animals and provide for their welfare.	Nugget's Rescue Ranch		18209 Couch Market Rd		Bend	OR	97703	3474633704	01/01/2024	12/31/2024	3800.0000	0.0000	0.0000	0.0000	1976.0000
60007	54427	319	501(c)(0)	831066017	To bring together the relatives, friends and neighbors from the Pleasant Hill community to ensure generational relationships.	Pleasant Hill Church Reunion		838 SW First Ave Ste 500		Portland	OR	97204	5032286655	01/01/2022	12/31/2022	0.0000	0.0000	0.0000	0.0000	0.0000
60009	54429	161	501(c)(3)	742485813	To provide assistance to those affected by Sturge-Weber Syndrome and Port Wine Birthmark Conditions through a network of support groups, educational materials and the funding of scientific research.	Sturge-Weber Foundation, The	URS COMPLIANCE SERVICES, LLC	3675 CRESTWOOD PKWY, SUITE 350		DULUTH	GA	30096	9738954445	07/01/2024	06/30/2025	0.0000	245301.0000	84880.0000	6956.0000	0.0000
60010	54430	179	501(c)(3)	824294332	To leverage partnerships in order to advance Oregon Community-based hospice and palliative care and to assure individual choice for exceptional non-profit hospice and palliative care.	Oregon Nonprofit Hospice Alliance		12670 NW Barnes Rd, Ste 100		Portland	OR	97229	2088309974	01/01/2024	12/31/2024	602477.0000	525516.0000	0.0000	0.0000	168911.0000
60011	54431	462	501(c)(3)	911823641	To provide clients with needed legal support, free of charge.	Pacific Justice Institute	Attn: Amelia Ellis c/o Webster, Chamberlain & Bean LLP	1747 Pennsylvania Ave NW #1000		Washington	DC	20006	9168576900	06/01/2023	05/31/2024	0.0000	4261764.0000	929994.0000	401822.0000	0.0000
60012	54432	327	501(c)(3)	822604035	To improve opportunities for America's most vulnerable children through research, public awareness campaigns and the development of creative policy solutions, lobbying and litigation.	Center for the Rights of Abused Children		3900 E Camelback Rd., Suite 300		Phoenix	AZ	85018	6027101135	01/01/2024	12/31/2024	0.0000	1690556.0000	413331.0000	557678.0000	0.0000
60017	54437	319	501(c)(3)	822478529	To provide a drug and alcohol free party for graduating seniors in the community.	Canby GAP Inc.		PO Box 227		Canby	OR	97013	5032603331	07/01/2024	06/30/2025	45269.0000	0.0000	0.0000	0.0000	14506.0000
60018	54438	60	501(c)(3)	752818568	The museum will promote an understanding of the Vietnam War era while honoring those who served.	National Vietnam War Museum	Ean Tillett	PO Box 1779		Weatherford	TX	76088	6822298294	01/01/2024	12/31/2024	0.0000	114503.0000	167094.0000	1698443.0000	0.0000
60019	54439	199	501(c)(3)	831241315	To provide sound science in the courtroom through forensic evidence.	Forensic Justice Project		333 SW Taylor St #403		Portland	OR	97204	5036643641	01/01/2025	12/31/2025	455123.0000	541862.0000	12921.0000	0.0000	296892.0000
60020	54440	149	501(c)(3)	824781390	To provide a safe, sober and supportive gold standard education for youth in recovery from addiction where they can develop the skills and strengths needed for personal, academic, vocational and community success.	Oregon Recovery High School Initiative		1448 Buck St		West Linn	OR	97068	5037062911	01/01/2024	12/31/2024	0.0000	7758.0000	0.0000	0.0000	42520.0000
60025	54445	89	501(c)(3)	831392647	To bring the community together through song by establishing a community choir, primarily made up of seniors.	Creswell Community Singers	c/o Richard D. Kelley, Treas.	82180 Hillview Dr		Creswell	OR	97426	5415217537	07/01/2024	06/30/2025	0.0000	0.0000	0.0000	0.0000	2094.7500
60026	54446	160	501(c)(3)	823274143	To support people with disabilities to transition from living in institutional settings to living in the community.	Real Choice Initiative, The	c/o Allen Hines	2475 SE Ladd Ave, Suite 240		Portland	OR	97214	9712630048	01/01/2024	12/31/2024	1015.9900	0.0000	0.0000	0.0000	36036.5200
60027	54447	521	501(c)(4)	823877328	To further the common good and general welfare of the citizens of the United States of America by protecting and defending American democratic norms and institutions.	Defending Democracy Together	c/o Webster, Chamberlain & Bean, LLP	1747 Pennsylvania Ave., NW		Washington	DC	20006	7032614625	01/01/2024	12/31/2024	0.0000	13583195.0000	257556.0000	38985.0000	0.0000
60028	54448	430	501(c)(3)	474507397	"To honor the life of Joseph R ""Beau"" Biden, III, and to continue his life's work: To ensure that all children are free from the threat of abuse."	Beau Biden Foundation for the Protection of Children, Inc.		4601 Concord Pike		Wilmington	DE	19803	3024772018	01/01/2024	12/31/2024	0.0000	539259.0000	189637.0000	111101.0000	0.0000
60030	54450	560	501(c)(3)	264190308	To develop innovative products for long-standing social justice problems and work to bring help and hope to people suffering from the effects of extreme poverty.	Because International Corp.	Labyrinth Inc	812 N Prince St		Lancaster	PA	17603	2086974417	01/01/2024	12/31/2024	0.0000	994205.0000	228474.0000	271715.0000	0.0000
60033	54453	229	501(c)(3)	521224690	To shape retail's future by building awareness of the industry through statistics and stories. To invest in cultivating the next generation of retail leaders by offering a wide variety of resources, tools and experiences to support and promote retail education, research and careers.	NRF Foundation	c/o CT Corporation	140 Grand St. Suite 300		White Plains	NY	10601	2027837971	03/01/2024	02/28/2025	0.0000	12119385.0000	2290975.0000	0.0000	0.0000
60034	54454	179	501(c)(0)	822358385	To help people living with all types of diabetes, to manage living with a chronic disease and avoid barriers to care including financial, psycological and medical. To educate the public and provide assistance to the families of people living with diabetes.	Diabetes Community Care Team		207 E 5th Ave, Suite 223		Eugene	OR	97401	5412578553	01/01/2023	12/31/2023	43056.4100	0.0000	0.0000	0.0000	50919.8200
60035	54455	913	501(c)(3)	453343408	To provide life saving air transport for dogs and cats in over crowded high kill shelters to a network of receiving Humane Society and rescue organizations.	Wings of Rescue, Inc.	ATTN: Alejandra Alejandre c/o Labyrinth, Inc	812 N Prince St		Lancaster	PA	17603	3104309712	01/01/2024	12/31/2024	0.0000	1856384.0000	448971.0000	81138.0000	0.0000
60036	54456	910	501(c)(3)	821085693	To provide the protections of shelter, sustenance, education, medical care, spiritual and emotional support, to orphans in the Country of Macedonia.	Lighthouse of Hope MK, Inc.		295 E Main St		Spindale	NC	28160	8283519830	01/01/2024	12/31/2024	0.0000	65711.0000	0.0000	0.0000	0.0000
60037	54457	560	501(c)(3)	133366846	To improve the health and well being of men, women and children living with HIV/Aids, cancer and other serious illnesses by alleviating hunger and malnutrition.	God's Love We Deliver, Inc.	Labyrinth, Inc.	812 N Prince St		Lancaster	PA	17603	2122948100	07/01/2024	06/30/2025	0.0000	43226779.0000	3221913.0000	6597715.0000	0.0000
60038	54458	560	501(c)(3)	510175510	To provide analysis and education on hunger issues in the United States and around the world.	Bread for the World Institute, Inc.	Labyrinth, Inc.	812 N Prince St		Lancaster	PA	17603	2026399400	01/01/2024	12/31/2024	0.0000	6129021.0000	410415.0000	477893.0000	0.0000
60040	54460	602	501(c)(3)	462077931	To provide the highest quality education for all students especially those who have struggled in traditional high school.	America Can! Cars for Kids		7100 Marvin D Love Frwy		Dallas	TX	75237	9722745437	07/01/2022	06/30/2023	0.0000	6045997.0000	2113845.0000	3716847.0000	0.0000
60042	54462	179	501(c)(3)	237388748	We envision the eradication of preventable blindness, leading to full, healthy and more product!ve lives for patients in need. We educate, provide resources, and empower the ophthalmic community to serve and deliver humanitarian ophthalmic surgery and care in the U.S. and internationally.	American Society of Cataract and Refractive Surgery Foundation		12587 Fair Lake Cir Ste 348		Fairfax	VA	22033	7035912220	09/01/2023	08/31/2024	0.0000	419426.0000	806751.0000	4889.0000	0.0000
60045	54464	430	501(c)(4)	822051594	To build the movement for a democratic economy and society, free from all forms of oppression, through outreach, education, organizing, legislative work, electoral work, collaboration with other organizations and direct action.	Portland DSA	c/o Brenan Pool	PO Box 14186		Portland	OR	97293	9403002878	03/01/2024	02/28/2025	57548.0000	26304.0000	0.0000	0.0000	58457.0000
60046	54465	913	501(c)(3)	813862122	To rescue, rehab and rehome animals in need.	Many Miles 2 Home Rescue		87295 Territorial Hwy		Veneta	OR	97487	8313590409	10/01/2023	12/31/2023	26903.0000	22805.0000	0.0000	0.0000	27906.0000
60048	54467	913	501(c)(3)	912161100	to provide education, intervention and adoption services to ensure that all English and French bulldogs enjoy long healthy lives in loving safe home.	Pacific Northwest Bulldog Rescue		1271 NE Hwy 99W #156		Mcminnville	OR	97128	9712670744	01/01/2024	12/31/2024	66612.0000	50088.0000	0.0000	0.0000	29402.0000
60049	54468	161	501(c)(3)	831391484	To provide programs and support for those living with Lupus, advocate for their needs, and collaborate with other governmental and lupus organizations to strive toward improving quality of life, and ultimately finding a cure.	More Than Lupus Foundation, The		16200 SW Pacific Highway Ste H #121		Portland	OR	97224	9496839504	01/01/2025	12/31/2025	13448.3100	0.0000	0.0000	0.0000	-1246.7400
60050	54469	281	501(c)(3)	822267382	To conduct activities that foster knitting and knitting education in the Portland Oregon area.	Puddletown Knitters Guild	Joanne Tustison	4106 NE 56th St		Vancouver	WA	98661	5037503169	01/01/2025	12/31/2025	8085.0000	0.0000	0.0000	0.0000	8874.0000
60053	54472	317	501(c)(3)	825485032	To provide an opportunity to learn and play pickelball in a dedicated and safe venue.	Klamath Basin Pickleball Association, Inc.		PO Box 6		Klamath Falls	OR	97601	5418845041	05/01/2024	04/30/2025	30400.0000	22879.0000	0.0000	0.0000	76114.0000
60054	54473	913	501(c)(3)	561522499	To save and protect wild cats in captivity and in the wild.	Carolina Tiger Rescue		1940 Hanks Chapel Rd		Pittsboro	NC	27312	9195424686	07/01/2023	06/30/2024	0.0000	1381683.0000	61669.0000	449493.0000	0.0000
60056	54475	317	501(c)(3)	825286435	To encourage amateur participation in the sport of pickelball, to educate the general public and especially young people in the sport of pickelball, to train pickelball athletes for national and international competitions and to promote such competitions.	Southern Oregon Pickleball Foundation		PO Box 4014		Medford	OR	97501		01/01/2025	12/31/2025	774160.0000	20231.0000	2907.0000	0.0000	1047053.0000
60058	54477	382	501(c)(3)	431365885	To help older adults live with dignity and independence in the housing most appropriate to their circumstances.	Housing Options Provided for the Elderly, Incorporated	c/o Christena Durost	5200 SW Meadows Rd #150		Lake Oswego	OR	97035	9712077820	04/01/2024	03/31/2025	0.0000	767727.0000	63354.0000	36.0000	0.0000
60059	54478	179	501(c)(3)	810690892	To serve primary care specialists with an emphasis on providing care to underserved populations.	Community Econsult Network, Inc.	Michael Cyr	19 Grand Street		Middletown	CT	06457	8603476971	07/01/2023	06/30/2024	0.0000	3297756.0000	2425217.0000	0.0000	0.0000
60060	54479	560	501(c)(3)	462504422	To provide humanitarian assistance, food, clean water, and healthcare to displaced persons, refugees, women, children, orphans and the elderly.	Muslim Aid America		PO BOX 11117		Cedar Rapids	IA	52410	8189187749	01/01/2023	12/31/2023	0.0000	23951546.0000	548270.0000	1282310.0000	0.0000
60062	54481	913	501(c)(3)	371701755	Protect whales, dolphins, porpoises and their habitats through public education, research grants and conservation actions.	American Cetacean Society Oregon Chapter	c/o Joy Primrose	34360 NE Colorado Lake Drive, Unit 992		Corvallis	OR	97333	5415178754	01/01/2024	12/31/2024	6988.3800	0.0000	0.0000	0.0000	5057.9900
60063	54482	89	501(c)(3)	821988820	To create a collective of musicians that educate its core community and general public via professional leadership, performances and workshops.	Big Mouth Society		PO Box 13203		Portland	OR	97213	4155775705	06/01/2024	05/31/2025	24820.0000	0.0000	0.0000	0.0000	20898.0000
60065	54484	399	501(c)(3)	651110501	To change lives in a spiritual environment that is both compassionate and disciplined. To provide food for the homeless, food for the needy and comfort for the addicted and suffering.	St. Matthew's House, Inc.		812 N Prince St		Lancaster	PA	17603	8889955895	07/01/2023	06/30/2024	0.0000	35088836.0000	3585449.0000	3566459.0000	0.0000
60067	54486	179	501(c)(3)	822064346	Chiropractic and naturopathic medical services.	Cascade Community Health, Inc.	c/o Katie Mercer	716 SW Highland Ave		Redmond	OR	97756	5415111045	01/01/2025	12/31/2025	46895.0000	0.0000	0.0000	0.0000	3967.0000
60068	54487	160	501(c)(3)	822102576	To provide access to action track chairs that allow mobility challenged individuals to get outdoors on beaches, in the snow, in the woods and more.	David's Chair Outdoor Mobility Systems		185 Eastern St, Ste 400		White City	OR	97503	5419416976	01/01/2025	12/31/2025	422644.0000	47109.0000	340411.0000	56523.0000	386854.0000
60070	54489	149	501(c)(3)	830977745	Develop the entreprenuerial ecosystem in Eastern Oregon.	Eastern Oregon Ventures	Wilson Zehr	62111 Lakeview Ln		La Grande	OR	97850	5037892676	01/01/2023	12/31/2023	0.0000	0.0000	0.0000	0.0000	1530.0600
60071	54490	149	501(c)(3)	821141605	To bring proprietary and user-friendly products, services, and information to the public-with an emphasis on the backcountry.	Fire, Weather & Avalanche Center		10302 S C St		Island City	OR	97850	5414060876	01/01/2025	12/31/2025	0.0000	0.0000	0.0000	0.0000	23201.2900
60072	54491	429	501(c)(3)	823459204	To tend communities of connection through intentional mentoring that cultivates courage, nurtures compassion, activates discovery, honors wholeness, and engages hearts and minds.	Regenerative Roots		PO Box 2319		Corvallis	OR	97339	7074944367	01/01/2023	12/31/2023	72607.0000	0.0000	0.0000	0.0000	31561.0000
