DATE CHECKED,ORG NAME,EIN,STATUS,EXPIRATION DATE,SOURCE,NOTES
7/21/2026,National Energy Foundation Inc,13-2877240,Upcoming Filing,12/31/2026,,
7/21/2026,National Exchange Club — 2195 Breakfast Exchange Club Ogden,23-7266033,Not Registered,,,
7/21/2026,National Exchange Club — 2197 St George Ut,31-1170560,Not Registered,,,
7/21/2026,National Exchange Club — 2202 Sandy Ut,31-1009713,Not Registered,,,
7/21/2026,National Exchange Club — 2765 Murray Ut,01-0682379,Not Registered,,,
7/21/2026,National Federal Lands Conference,87-0463036,Current,6/30/2027,,
7/21/2026,National Federation Of The Blind Of Utah — Salt Lake Chapter,94-2579118,Not Registered,,,
7/21/2026,National Folk Organization Of The United States Of America,56-1727509,Current,1/31/2027,,
7/21/2026,National Football Foundation And College Hall Of Fame Inc — Utah Chapter,87-0547508,Current,2/28/2027,,
7/21/2026,National Foundation For Hope — Nffh,92-2241246,Not Registered,,,
7/21/2026,National Guard Association Of Utah,87-6124201,Upcoming Filing,9/30/2026,,
7/21/2026,NATIONAL GUARD EDUCATIONAL FOUNDATION,521038433,Not Registered,,,
7/21/2026,National Healthcare Certification Association — Nhca,87-1045235,Not Registered,,,
7/21/2026,National Institute Of Governmental Purchasing Inc — Utah Chapter Nigp,16-1741475,Not Registered,,,
7/21/2026,National Institute Of Healthcare Compliance Non Profit Corporation,83-2125833,Closed,10/31/2022,,
7/21/2026,National Ives Royal Order Of Jesterettes — 30 Hatu Ive,33-1146762,Not Registered,,,
7/21/2026,National Ives Royal Order Of Jesterettes — Jesteretts Royal Impresario,51-0174693,Not Registered,,,
7/21/2026,National J A C L Credit Union,87-0223814,Not Registered,,,
7/21/2026,National Kidney Foundation Of Utah & Idaho,87-0430188,Current,1/31/2027,,
7/21/2026,National Kidney Stone Foundation,93-2687921,Current,7/31/2027,,
7/21/2026,National Kitchen & Bath Assoc — Mountain States Chapter,87-0468645,Not Registered,,,
7/21/2026,National Mcgruff House Network,87-0484610,Closed,11/30/2018,,
7/21/2026,National Medical Reserve Corps Association,45-0822785,Closed,11/30/2025,,
7/21/2026,National Multiple Sclerosis Society Utah Southern Idaho Chapter,23-7150399,Not Registered,,,
7/21/2026,National Mustang Association Inc,87-0281253,Current,1/31/2027,,
7/21/2026,National Ocd Anxiety And Trauma Foundaiton,87-4798391,Not Registered,,,
7/21/2026,National Parks Traveler,26-2378789,Upcoming Filing,9/30/2026,,
7/21/2026,National Phlebotomy Certification Association — Napt,46-3197649,Not Registered,,,
7/21/2026,National Professional Sciencemasters Association — Npsma,20-8766099,Not Registered,,,
7/21/2026,National Railway Historical Society Inc Promontory Chapter,23-7009359,Not Registered,,,
7/21/2026,National Ram Sale Foundation,93-4224720,Upcoming Filing,11/30/2026,,
7/21/2026,National Rural Letter Carriers Association — Utah Rural Letter Carriers Associat,23-7234788,Not Registered,,,
7/21/2026,National Sad Foundation,04-3811178,Closed,7/31/2025,,
7/21/2026,National Society Colonial Dames Xvii Century — Old Spanish Trail Chapter,47-1435654,Not Registered,,,
7/21/2026,National Society Daughters Of The Union 1861 1865 — Ft Douglas Chapter,46-2421984,Not Registered,,,
7/21/2026,National Society Of Black Engineers — University Of Utah,85-3890669,Not Registered,,,
7/21/2026,National Society Of The Daughters Of The American Revolution — 8 014 Ut Spirit Of America Chapter,84-3042933,Not Registered,,,
7/21/2026,National Society Of The Daughters Of The American Revolution — Sego Lily Dar,23-7442610,Not Registered,,,
7/21/2026,National Society Of The Daughters Of The American Revolution — Unitah Dar,23-7442609,Not Registered,,,
7/21/2026,National Society Of The Daughters Of The American Revolution — Utah State Society Dar,87-0493687,Not Registered,,,
7/21/2026,National Society Of The Daughters Of The American Revolution — Wasatch Range Dar,23-7442608,Not Registered,,,
7/21/2026,National Society Of The Sons Of The American Revolution — Utah Society Sar,87-0405519,Not Registered,,,
7/21/2026,National Society Of The Sons Of Utah Pioneers — Bear River,83-1420768,Not Registered,,,
7/21/2026,National Society Of The Sons Of Utah Pioneers — Boulder Dam,83-0711023,Not Registered,,,
7/21/2026,National Society Of The Sons Of Utah Pioneers — Bountiful,74-2493659,Not Registered,,,
7/21/2026,National Society Of The Sons Of Utah Pioneers — Box Elder,23-7151861,Not Registered,,,
7/21/2026,National Society Of The Sons Of Utah Pioneers — Brigham Young,23-7276659,Not Registered,,,
7/21/2026,National Society Of The Sons Of Utah Pioneers — Cedar City,23-7151860,Not Registered,,,
7/21/2026,National Society Of The Sons Of Utah Pioneers — Dixie Encampment,27-3062118,Not Registered,,,
7/21/2026,National Society Of The Sons Of Utah Pioneers — Eagle Rock,74-2493197,Not Registered,,,
7/21/2026,National Society Of The Sons Of Utah Pioneers — Grove City,82-0524665,Not Registered,,,
7/21/2026,National Society Of The Sons Of Utah Pioneers — Holladay,23-7167365,Not Registered,,,
7/21/2026,National Society Of The Sons Of Utah Pioneers — Hurricane Valley,74-2493203,Not Registered,,,
7/21/2026,National Society Of The Sons Of Utah Pioneers — Jordan River Temple,74-2493205,Not Registered,,,
7/21/2026,National Society Of The Sons Of Utah Pioneers — Little Salt Lake,81-4194598,Not Registered,,,
7/21/2026,National Society Of The Sons Of Utah Pioneers — Mesa,74-2493208,Not Registered,,,
7/21/2026,National Society Of The Sons Of Utah Pioneers — Modesto New Hope,81-3302480,Not Registered,,,
7/21/2026,National Society Of The Sons Of Utah Pioneers — Murray,74-2493216,Not Registered,,,
7/21/2026,National Society Of The Sons Of Utah Pioneers — Ogden Pioneer,23-7276663,Not Registered,,,
7/21/2026,National Society Of The Sons Of Utah Pioneers — Ogden Valley,90-0285885,Not Registered,,,
7/21/2026,National Society Of The Sons Of Utah Pioneers — Pioneer Heritage,74-2493227,Not Registered,,,
7/21/2026,National Society Of The Sons Of Utah Pioneers — Red Rock,23-7281955,Not Registered,,,
7/21/2026,National Society Of The Sons Of Utah Pioneers — Salt Lake City,23-7276664,Not Registered,,,
7/21/2026,National Society Of The Sons Of Utah Pioneers — Salt Lake Pioneer,23-7146475,Not Registered,,,
7/21/2026,National Society Of The Sons Of Utah Pioneers — Sanpete County,27-5462429,Not Registered,,,
7/21/2026,National Society Of The Sons Of Utah Pioneers — Settlement Canyon,74-2493246,Not Registered,,,
7/21/2026,National Society Of The Sons Of Utah Pioneers — Sevier Valley,90-0041739,Not Registered,,,
7/21/2026,National Society Of The Sons Of Utah Pioneers — Snow Horse,23-7276660,Not Registered,,,
7/21/2026,National Society Of The Sons Of Utah Pioneers — Springville,81-4181022,Not Registered,,,
7/21/2026,National Society Of The Sons Of Utah Pioneers — Sugar House,23-7276667,Not Registered,,,
7/21/2026,National Society Of The Sons Of Utah Pioneers — Taylorsville Bennion,74-2493657,Not Registered,,,
7/21/2026,National Society Of The Sons Of Utah Pioneers — Temple Fork,23-7133801,Not Registered,,,
7/21/2026,National Society Of The Sons Of Utah Pioneers — Temple Quarry,23-7276666,Not Registered,,,
7/21/2026,National Society Of The Sons Of Utah Pioneers — Twenty Wells,90-0285883,Not Registered,,,
7/21/2026,National Society Of The Sons Of Utah Pioneers — Washington Dc Area,46-5082575,Not Registered,,,
7/21/2026,National Society Of The Sons Of Utah Poineers — Lehi,23-7164918,Not Registered,,,
7/21/2026,National Society Sons Of The American Revolution — Red Cliffs Of Zion Chapter Utssar,87-3936047,Not Registered,,,
7/21/2026,National Society United States Daughters Of 1812 — Utah State Society Nsusd 1812,84-3695306,Not Registered,,,
7/21/2026,National Speakers Association — Nsa Mountain West,74-2552915,Not Registered,,,
7/21/2026,National Steering Comm Of The Assoc For The Imprvmt Of Minorits In Irs — Utah Chapter,87-0516040,Not Registered,,,
7/21/2026,National Treasury Employees Union — 67 Nteu,87-6133174,Not Registered,,,
7/21/2026,National Treasury Employees Union — 240 Nteu Chapter,84-0970210,Not Registered,,,
7/21/2026,National Treasury Employees Union Chapter 17,87-6176883,Not Registered,,,
7/21/2026,NATIONAL UNIVERSITY,23-7172306,Upcoming Filing,9/30/2026,,
7/21/2026,National Wellness Alliance Non Profit Inc,84-2836476,Not Registered,,,
7/21/2026,National Wireless Safety Alliance,47-3272816,Not Registered,,,
7/21/2026,National Young Mens Service League — Park City Chapter,92-3173871,Not Registered,,,
7/21/2026,Native American Events,47-1785694,Current,1/31/2027,,
7/21/2026,Native Research Network Inc,61-1415389,Not Registered,,,
7/21/2026,Nattys Wish Inc,27-3349671,Closed,8/31/2014,,
7/21/2026,Natural Arch And Bridge Society,84-1104822,Current,1/31/2027,,
7/21/2026,Natural Goodness Foundation,26-2936623,Delinquent,6/30/2026,,
7/21/2026,Natural Health Foundation Inc,31-1676461,Not Registered,,,
7/21/2026,Nature Turkiye Foundation Inc,26-4768588,Upcoming Filing,8/31/2026,,
7/21/2026,Natures Body Politic Inc,26-2292682,Closed,3/31/2022,,
7/21/2026,Natures Pathway,92-0847526,Closed,7/31/2026,,
7/21/2026,Navajo Sheep Project Serving People Preserving Cultures,87-0562477,Upcoming Filing,8/31/2026,,
7/21/2026,Navajostrong,85-1414391,Delinquent,6/30/2026,,
7/21/2026,Navas Farm And School,47-1821854,Closed,9/30/2017,,
7/21/2026,Navcur Foundation,42-1582428,Closed,7/31/2022,,
7/21/2026,Navigator Pointe Academy,61-1485785,Current,1/31/2027,,
7/21/2026,Navigators Alliance,82-4192939,Closed,4/30/2022,,
7/21/2026,Nayer And Javed Honarvar Memorial Foundation,83-3094283,Not Registered,,,
7/21/2026,"NC STATE STUDENT AID ASSOCIATION, INC.",56-0650623,Not Registered,,,
7/21/2026,Nccco Foundation Inc,83-1349117,Not Registered,,,
7/21/2026,Neal And Sherrie Savage Family Foundation,87-0651828,Closed,11/30/2026,,
7/21/2026,Nebeker Family Foundation,87-0609294,Current,6/30/2027,,
7/21/2026,Nebo Education Foundation,87-0546418,Current,6/30/2027,,
7/21/2026,Nebo Goats Mtb Team,88-2425972,Closed,10/31/2023,,
7/21/2026,Nebo Holiday Chorus & Orchestra,82-2044640,Current,7/31/2027,,
7/21/2026,Nebo Philharmonic Orchestra,26-2256610,Delinquent,4/30/2026,,
7/21/2026,Nebo United Soccer Club,27-2984040,Upcoming Filing,7/31/2026,,
7/21/2026,Ned C Wheeler Scholarship Foundation For The Deaf,51-0180346,Current,6/30/2027,,
7/21/2026,Needs Beyond Medicine,27-0436521,Current,6/30/2027,,
7/21/2026,Needsforkids Org,33-1724606,Upcoming Filing,11/30/2026,,
7/21/2026,Neighborhood Art Center,82-1546692,Current,4/30/2027,,
7/21/2026,Neighborhood Connection Inc,82-0884932,Current,2/28/2027,,
7/21/2026,Neighborhood House Association,87-0212462,Current,5/31/2027,,
7/21/2026,Neighborhood Nonprofit Housing Corporation,87-0559307,Current,1/31/2027,,
7/21/2026,Nellesen Family Foundation — Keith Nellesen Ttee,27-6726457,Not Registered,,,
7/21/2026,Nelli,33-3742144,Current,2/28/2027,,
7/21/2026,Nelson Gibbs Family History Foundation,74-2489895,Not Registered,,,
7/21/2026,Nepal Cleft & Burn Center Inc,20-4731389,Current,4/30/2027,,
7/21/2026,Nepal Direct Aid,82-2694427,Upcoming Filing,8/31/2026,,
7/21/2026,Nepal Hope Foundation,20-0915032,Not Registered,,,
7/21/2026,Nepalese Association Of Utah,27-0893806,Upcoming Filing,9/30/2026,,
7/21/2026,Net Safety Collaborative,81-1691541,Current,3/31/2027,,
7/21/2026,Nettie Gregory Center Inc,93-1384089,Current,5/31/2027,,
7/21/2026,Networked Digital Library Of Theses And Dissertations — Ndltd,20-0163938,Not Registered,,,
7/21/2026,Neuro Community Artist Residency & Mentorship,33-1560509,Upcoming Filing,10/31/2026,,
7/21/2026,Neurobiology Of Learning And Memory Winter Conference,84-4140520,Closed,12/31/2025,,
7/21/2026,Nevada Petroleum Marketers & Convenience Store Association,88-0295838,Not Registered,,,
7/21/2026,Nevada Press Foundation,88-0411069,Not Registered,,,
7/21/2026,Never Better Foundation,26-0565423,Upcoming Filing,7/31/2026,,
7/21/2026,Never Hungry Northwest,92-0264516,Not Registered,,,
7/21/2026,New American Philharmonic Symphony Orchestra Ballet And Opera Assoc,87-0469002,Not Registered,,,
7/21/2026,New Beginnings Academy Inc,20-5360728,Upcoming Filing,10/31/2026,,
7/21/2026,New Car Dealers Of Utah Goodwheels Charitable Foundation,26-1689125,Upcoming Filing,12/31/2026,,
7/21/2026,New Day Foundation,26-3947398,Upcoming Filing,12/31/2026,,
7/21/2026,New Escalante Irrigation Company,87-0234504,Current,6/30/2027,,
7/21/2026,New Foundation Academy,92-2295959,Current,2/28/2027,,
7/21/2026,New Frontiers For Families,61-1441602,Closed,3/31/2018,,
7/21/2026,New Harmony Fire Association,88-3736531,Upcoming Filing,8/31/2026,,
7/21/2026,New Harmony Heritage Historical Society,86-1347621,Current,1/31/2027,,
7/21/2026,New Hope Academy,46-1597279,Upcoming Filing,10/31/2026,,
7/21/2026,New Hope Childrens Center,35-2487718,Not Registered,,,
7/21/2026,New Hope Crisis Center Of Box Elder County,87-0462752,Upcoming Filing,12/31/2026,,
7/21/2026,New Horizons Crisis Center — New Horizons Crisis Center Inc,87-0459593,Not Registered,,,
7/21/2026,New Horizons Maritime Center,27-1102606,Upcoming Filing,10/31/2026,,
7/21/2026,New Kicks For Kids Inc,27-4347477,Closed,12/31/2013,,
7/21/2026,New Legacy Education,92-3062834,Not Registered,,,
7/21/2026,New Life Christian Academy Of Tooele,99-0558047,Current,1/31/2027,,
7/21/2026,New Life Ministries Inc,74-2458321,Closed,7/31/2025,,
7/21/2026,New Mercy Corporation,93-3099148,Upcoming Filing,12/31/2026,,
7/21/2026,New Mexico Petroleum Marketers Association,85-0396694,Not Registered,,,
7/21/2026,New Mexico Propane Education And Research Foundation,81-3432352,Not Registered,,,
7/21/2026,New Mexico Propane Gas Association,85-0435879,Not Registered,,,
7/21/2026,NEW ORLEANS MISSION INC,721151696,Not Registered,,,
7/21/2026,New Roads Foundation,27-3166176,Current,4/30/2027,,
7/21/2026,New Smiles For Veterans,81-3681190,Current,4/30/2027,,
7/21/2026,New Start K9,47-5223652,Upcoming Filing,12/31/2026,,
7/21/2026,New Technical Fund,85-0896442,Not Registered,,,
7/21/2026,New Track Foundation,81-4466825,Upcoming Filing,11/30/2026,,
7/21/2026,New U Recovery Inc,45-1262387,Upcoming Filing,10/31/2026,,
7/21/2026,New Urbanomics Inc,46-4096115,Upcoming Filing,11/30/2026,,
7/21/2026,New Vision Veterinary,85-1499612,Delinquent,6/30/2026,,
7/21/2026,New Ways Conservation Foundation,88-2410914,Current,5/31/2027,,
7/21/2026,NEW YORK PUBLIC RADIO,13-3015230,Not Registered,,,
7/21/2026,New Zealand American Society Hiona,47-1651311,Closed,7/31/2025,,
7/21/2026,New Zion Community Advocates,43-1951697,Not Registered,,,
7/21/2026,Newcomers Club Of Greater Park City,93-3648375,Current,6/30/2027,,
7/21/2026,Newman Ditch Company,87-4103934,Current,5/31/2027,,
7/21/2026,Newpath Foundation,83-3612963,Closed,2/28/2026,,
7/21/2026,Newvista Foundation,47-4370751,Closed,7/3/2002,,
7/21/2026,Next Earth Project,85-0711889,Current,4/30/2027,,
7/21/2026,Next Ensemble,47-2222113,Current,5/31/2027,,
7/21/2026,Next Gen Arise,39-4193434,Current,9/30/2027,,
7/21/2026,Next Level Placement Inc,82-5171018,Closed,3/31/2026,,
7/21/2026,Next Ridge Hunts,86-1591329,Current,1/31/2027,,
7/21/2026,Next Stage Productions Llc — Justin R Lee Mbr,46-3683055,Not Registered,,,
7/21/2026,Next Wave Foundation,81-3644390,Not Registered,,,
7/21/2026,Nexus Foundation,99-1764062,Closed,3/31/2026,,
7/21/2026,Nexus High Q Education Inc,84-5181146,Closed,9/30/2025,,
7/21/2026,Nexus International Museum Of St George Inc,35-2657066,Closed,4/30/2025,,
7/21/2026,Ngly1 Foundation — Ngly1 Org,47-1978341,Not Registered,,,
7/21/2026,Ngoma Y Africa Cultural Center,81-3235185,Upcoming Filing,7/31/2026,,
7/21/2026,Nibley Blacksmith Fork Irrigation,87-0158973,Not Registered,,,
7/21/2026,Nibley Park Pto,83-1476169,Not Registered,,,
7/21/2026,Nicholes Xiao Foundation,86-3571764,Closed,4/30/2023,,
7/21/2026,Nido Aguila Utah,83-3461770,Not Registered,,,
7/21/2026,Nielson Family Foundation,87-0665158,Upcoming Filing,11/30/2026,,
7/21/2026,Nigerian Association Utah Inc,42-1653742,Closed,12/31/2023,,
7/21/2026,Nightingale Foundation Inc,88-3420017,Delinquent,8/31/2024,,
7/21/2026,Nightlight,83-3621748,Closed,2/29/2020,,
7/21/2026,Nihon Matsuri,41-2334763,Current,4/4/2029,,
7/21/2026,Niice Cycle Crew,41-3088473,Upcoming Filing,12/31/2026,,
7/21/2026,Niki Charitable Art Foundation — Stevenson David Ttee,47-6245971,Not Registered,,,
7/21/2026,Nikolas Foundation,83-2354049,Upcoming Filing,9/30/2026,,
7/21/2026,Nine Mile Canyon Coalition,87-0564388,Current,4/30/2027,,
7/21/2026,Nineteenth Century French Studies Association,41-3855042,Upcoming Filing,9/30/2026,,
7/21/2026,Ninigret Foundation Inc,84-1383523,Closed,2/28/2026,,
7/21/2026,Ninos De Carlos Nfp — Bonnie Whitaker,86-3030463,Not Registered,,,
7/21/2026,Ninos De Dios,82-4308670,Closed,2/29/2020,,
7/21/2026,Ninos Matter,37-2053617,Upcoming Filing,7/31/2026,,
7/21/2026,Nitya Nritya Foundation,81-3733853,Current,4/30/2027,,
7/21/2026,Nixonstrong Foundation,83-4094365,Current,3/31/2027,,
7/21/2026,No Apathy Inc,92-1314979,Closed,12/31/2025,,
7/21/2026,No Borders,83-1627210,Delinquent,8/31/2024,,
7/21/2026,No Dream Deferred Inc,30-0703743,Closed,10/31/2018,,
7/21/2026,No Empty Chairs Foundation,26-2095444,Current,2/28/2027,,
7/21/2026,No End To Love Inc,84-4844337,Current,2/28/2027,,
7/21/2026,No Fracking Az,83-0936292,Not Registered,,,
7/21/2026,No Limits To Health Inc,83-1855022,Closed,5/31/2021,,
7/21/2026,No More A Stranger Foundation,84-2702928,Upcoming Filing,7/31/2026,,
7/21/2026,No More Victims,34-2053056,Current,5/31/2027,,
7/21/2026,No One Fights Alone,92-1162463,Upcoming Filing,11/30/2026,,
7/21/2026,No Poor Africa,92-0844123,Upcoming Filing,10/31/2026,,
7/21/2026,No Poor Among Us,45-5509980,Current,10/31/2028,,
7/21/2026,No Senior Left Behind,87-1693314,Closed,7/31/2022,,
7/21/2026,Noah Webster Academy Inc,42-1666981,Current,4/30/2027,,
7/21/2026,Noah Webster Parent Organization,20-5672947,Upcoming Filing,10/31/2026,,
7/21/2026,Noble Horse Sanctuary,45-2523898,Delinquent,6/30/2026,,
7/21/2026,NOCHE FLAMENCA INC,133946089,Not Registered,,,
7/21/2026,Nojos,85-3879645,Closed,10/31/2023,,
7/21/2026,Nolan Family Foundation,83-3114853,Current,7/31/2027,,
7/21/2026,Noma Utah,88-2136256,Current,5/31/2027,,
7/21/2026,Nomad Alliance,86-1951469,Current,2/28/2027,,
7/21/2026,Nomi Health Charitable Foundation,92-0784552,Not Registered,,,
7/21/2026,Non Profit Accounting Project,85-3940947,Closed,11/30/2025,,
7/21/2026,Non Profit Media Corps,84-2347891,Closed,7/31/2023,,
7/21/2026,Nonpartisan Information Incorporated,82-5001105,Current,4/30/2027,,
7/21/2026,Nonprofit Chiropractic — Nonprofit Chiropractic Clinic,82-3154390,Not Registered,,,
7/21/2026,Nonprofit Homebuilder Inc,33-4564206,Delinquent,11/30/2025,,
7/21/2026,Nonprofit Legal Services Of Utah Inc,47-4827863,Upcoming Filing,8/31/2026,,
7/21/2026,Noobs,36-4967017,Not Registered,,,
7/21/2026,Noorda College Of Osteopathic Medicine Foundation,85-4017994,Upcoming Filing,11/30/2026,,
7/21/2026,Nora Eccles Treadwell Charitable Tr — Spencer F & Katie A Eccles Co Ttees,94-2566167,Not Registered,,,
7/21/2026,Nora Mae Budge Foundation,87-1409018,Delinquent,6/30/2026,,
7/21/2026,Nordic Mountain Water Inc,87-0539725,Current,3/31/2027,,
7/21/2026,Nordic United,20-3197564,Current,1/31/2027,,
7/21/2026,Nordic Valley Village Community Benefit Foundation,99-2062157,Closed,1/31/2026,,
7/21/2026,North American British Music Studies Association,30-1072640,Not Registered,,,
7/21/2026,North American Deserts Research Center — Naderc,47-1037267,Closed,2/28/2026,,
7/21/2026,North American Six Horse Hitch,16-1595022,Not Registered,,,
7/21/2026,North Canyon Heritage Foundation,99-1527684,Current,2/28/2027,,
7/21/2026,North Canyon Irrigation Company,26-1380175,Upcoming Filing,9/30/2026,,
7/21/2026,North Canyon Swim And Tennis Club,87-0396949,Current,6/30/2027,,
7/21/2026,North Dakota Youth Education In Shooting Sports — Ndyess,47-1685175,Not Registered,,,
7/21/2026,North Davis Chamber Of Commerce,87-0464120,Closed,3/30/2001,,
7/21/2026,North Davis Composite Cycling Inc — North Davis Cycling Composite,82-1698445,Not Registered,,,
7/21/2026,North Davis County — North Davis County,84-4578263,Not Registered,,,
7/21/2026,North Davis Preparatory Academy Inc,76-0762107,Current,4/30/2027,,
7/21/2026,North Davis Preparatory Academy Parent Organization Executive Team,76-0797632,Upcoming Filing,7/31/2026,,
7/21/2026,North Davis Project Illumination,87-4814887,Current,1/31/2027,,
7/21/2026,North Dry Creek Irrigation Co,87-0485175,Upcoming Filing,10/31/2026,,
7/21/2026,North Eastern Utah Avian Education Center & Aviary — Ne Ut Avian Center,83-4544152,Not Registered,,,
7/21/2026,North Fork Club,87-0198394,Current,7/31/2027,,
7/21/2026,North Logan Community Emergency Response Volunteers,99-4497041,Upcoming Filing,8/31/2026,,
7/21/2026,North Logan Sprinkling Company,82-4301442,Current,4/30/2027,,
7/21/2026,North Morgan Irrigation Company,41-2925107,Current,7/31/2027,,
7/21/2026,North Ogden Historical Museum Inc,26-2578959,Current,5/31/2027,,
7/21/2026,North Ogden Irrigation Company,87-0235827,Current,3/31/2027,,
7/21/2026,North Park Elementary Pto,87-0874144,Current,6/30/2027,,
7/21/2026,North Point Consolidated Irrigation Company,87-0224719,Current,6/30/2027,,
7/21/2026,North Point Fur & Reclamation Co,87-0196949,Current,3/31/2027,,
7/21/2026,North Sanpete Baseball Club Inc,46-3938825,Delinquent,10/31/2024,,
7/21/2026,North Slaterville Irrigation Company,82-1618953,Current,2/28/2027,,
7/21/2026,North Star Academy,13-4290294,Upcoming Filing,9/30/2026,,
7/21/2026,North Summit Pressurized Irrigation,47-1122637,Not Registered,,,
7/21/2026,North Summit School District Foundation,74-2450801,Upcoming Filing,10/31/2026,,
7/21/2026,North Summit Unite Inc,87-3458719,Delinquent,9/30/2024,,
7/21/2026,North Summit Youth Football,99-1834499,Current,3/31/2027,,
7/21/2026,North Union Irrigation Company,87-0228027,Current,4/30/2027,,
7/21/2026,North Utah County Cycling Club,47-3999778,Current,5/31/2027,,
7/21/2026,North View Business Alliance,36-5049977,Closed,2/28/2025,,
7/21/2026,North View Senior Citizens,74-2530499,Upcoming Filing,9/30/2026,,
7/21/2026,Northcrest Swim Club,87-0258737,Upcoming Filing,9/30/2026,,
7/21/2026,Northeastern University,41679980,Not Registered,,,
7/21/2026,Northeastern Utah Friends Against Family Violence,46-2628164,Upcoming Filing,9/30/2026,,
7/21/2026,Northern Davis Aquatics Inc,81-0629485,Upcoming Filing,8/31/2026,,
7/21/2026,Northern Illinois Food Bank,363203648,Not Registered,,,
7/21/2026,Northern Utah Atv Trail Riders,26-2662875,Current,1/31/2027,,
7/21/2026,Northern Utah Autism Foundation Inc,82-4620823,Upcoming Filing,12/31/2026,,
7/21/2026,Northern Utah Baseball Association,41-3560933,Current,1/31/2027,,
7/21/2026,Northern Utah Cancer Foundation,47-1491218,Closed,7/31/2024,,
7/21/2026,Northern Utah Chapter National Tooling And Machine Assoc,83-0981329,Upcoming Filing,12/31/2026,,
7/21/2026,Northern Utah Charities,86-2452134,Closed,4/30/2025,,
7/21/2026,Northern Utah Climbers Alliance Inc,93-3959927,Closed,9/30/2025,,
7/21/2026,Northern Utah Coalition Incorporated,16-1616657,Current,7/31/2027,,
7/21/2026,Northern Utah Division Of The National Model Railroad Associatio,46-2699081,Not Registered,,,
7/21/2026,Northern Utah Economic Alliance,85-2562220,Upcoming Filing,7/31/2026,,
7/21/2026,Northern Utah Emotionally Focused Therapy — Jeremy S Boden Sole Mbr,82-5304506,Not Registered,,,
7/21/2026,Northern Utah Human Resource Associ Ation — Nuhra,87-0672918,Not Registered,,,
7/21/2026,Northern Utah League Inc,99-2589490,Current,4/30/2027,,
7/21/2026,Northern Utah Lug,93-1792674,Upcoming Filing,9/30/2026,,
7/21/2026,Northern Utah Organic Group 1 Ocia Utah,87-0638160,Closed,10/31/2025,,
7/21/2026,Northern Utah Pickleball Club,47-5397723,Upcoming Filing,10/31/2026,,
7/21/2026,Northern Utah Sexual Assault Nurse Examiners,20-3432399,Closed,9/16/2007,,
7/21/2026,Northern Wasatch Association Of Realtors,87-0219350,Upcoming Filing,7/31/2026,,
7/21/2026,Northern Wasatch Front Rotary Club,45-2783959,Closed,7/31/2015,,
7/21/2026,Northern Wasatch Home Builders Association,87-0292481,Current,2/28/2027,,
7/21/2026,Northern Wasatch Homebuilders Charitable Foundation Inc,56-2372785,Current,4/30/2027,,
7/21/2026,Northern Wasatch Oasis,81-1330811,Closed,2/28/2022,,
7/21/2026,Northern Wasatch Rescue Professionals,84-4227805,Upcoming Filing,12/31/2026,,
7/21/2026,Northstar International Inc,20-5436300,Upcoming Filing,8/31/2026,,
7/21/2026,Northwest Baptist Missions,83-6010424,Closed,3/31/2020,,
7/21/2026,Northwest Business Association Inc,87-0640363,Closed,10/31/2023,,
7/21/2026,Northwest Charities,45-4160956,Current,1/31/2027,,
7/21/2026,Northwest Irrigation Company Inc,27-1332636,Closed,2/28/2026,,
7/21/2026,Northwest Medical Center Medical Staff Inc,59-2125659,Not Registered,,,
7/21/2026,Nos Vies En Partage Foundation,81-3694693,Not Registered,,,
7/21/2026,Noteworthy Foundation,82-1473840,Closed,3/31/2025,,
7/21/2026,Nourishing Kin Community,33-2623384,Upcoming Filing,12/31/2026,,
7/21/2026,Nova Chamber Music Series,87-0345040,Current,5/31/2027,,
7/21/2026,Nova Principles Foundation,82-1105658,Current,1/31/2027,,
7/21/2026,Novatech Foundation — 421 E1200,87-0668632,Not Registered,,,
7/21/2026,Now Charity,84-2278347,Upcoming Filing,7/31/2026,,
7/21/2026,Now I Can Foundation — Now I Can,26-2996097,Not Registered,,,
7/21/2026,Nrxc,99-5090474,Closed,9/30/2025,,
7/21/2026,Nspir3 Foundation Inc,33-2564970,Not Registered,,,
7/21/2026,Nu Rho Psi The National Honor Society In Neuroscience — Weber State University In Utah,81-1892414,Not Registered,,,
7/21/2026,Nuance Hug Foundation Inc,93-2741231,Upcoming Filing,7/31/2026,,
7/21/2026,Nubian Storytellers Of Utah Leadership — Nsoul,81-4686080,Not Registered,,,
7/21/2026,Nupa,83-3398978,Not Registered,,,
7/21/2026,Nurture & Bloom Nature School,39-2706679,Current,4/30/2027,,
7/21/2026,Nurture & Nourish Inc,84-3087831,Delinquent,9/30/2024,,
7/21/2026,Nurture A Future Inc,26-0029613,Closed,12/31/2016,,
7/21/2026,Nurture The Creative Mind,01-0925001,Closed,5/31/2025,,
7/21/2026,Nurturing Nations,30-0788040,Current,4/30/2027,,
7/21/2026,Nutrition Education Ending Malnutrition,82-4070772,Current,1/31/2027,,
7/21/2026,Nutrition Rescue,93-2408536,Upcoming Filing,9/30/2026,,
7/21/2026,Nuzzles & Co,87-0482464,Current,1/31/2027,,
7/21/2026,Nxlevel Education Foundation,83-0325512,Closed,3/31/2024,,
7/21/2026,Nyin Foundation,88-3674366,Delinquent,8/31/2025,,
